domain,cookies_total,cookies_3p,cookies_3p_ratio,cookie_3p_domains,cookie_3p_top,tracker_cookies,tracker_cookie_ratio,cookies_secure,cookies_secure_ratio,cookies_httponly,cookies_httponly_ratio,cookies_session,cookies_session_ratio,ss_none,ss_lax,ss_strict,ss_none_ratio,ss_lax_ratio,ss_strict_ratio,expiry_min_days,expiry_median_days,expiry_max_days,req_total,req_3p,req_3p_ratio,distinct_3p_req_domains,req_3p_top,tracker_hits,tracker_hit_ratio,resources_beacon,resources_csp_report,resources_font,resources_image,resources_imageset,resources_main_frame,resources_media,resources_object,resources_other,resources_script,resources_stylesheet,resources_sub_frame,resources_xmlhttprequest,strict-transport-security,content-security-policy,permissions-policy,referrer-policy,x-frame-options,x-content-type-options,total_sec_headers,tls_error,tls_version_max,tls_key_alg,tls_key_size,tls_curve,tls_cert_issuer,tls_days_until_expiry,tls_cipher_suites_total,tls_cipher_suites_list,tls_cipher_suites_fs,tls_cipher_fs_ratio,tls_cipher_suites_weak,tls_cipher_weak_ratio,tls_cipher_weak_list,tls_hsts,fp_detected,fp_methods_total,fp_canvas,fp_audioCtx,fp_rtc,fp_storage
mapaoficialcarreteras.transportes.gob.es,15.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.2,1.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,388.0,388.0,258.0,126.0,0.488,5.0,gstatic.com;fonts.googleapis.com;google-analytics.com;googletagmanager.com;azure.com,126.0,0.488,0.0,0.0,37.0,96.0,0.0,1.0,0.0,0.0,0.0,21.0,29.0,0.0,74.0,1,0,0,1,1,1,4,,TLS_1_3,RSAPublicKey,2048.0,,"OU=AC RAIZ FNMT-RCM,O=FNMT-RCM,C=ES",53.0,46.0,TLS_CHACHA20_POLY1305_SHA256;TLS_AES_256_GCM_SHA384;TLS_AES_128_GCM_SHA256;TLS_RSA_WITH_CAMELLIA_256_CBC_SHA256;TLS_RSA_WITH_CAMELLIA_256_CBC_SHA;TLS_RSA_WITH_CAMELLIA_128_CBC_SHA256;TLS_RSA_WITH_CAMELLIA_128_CBC_SHA;TLS_RSA_WITH_ARIA_256_GCM_SHA384;TLS_RSA_WITH_ARIA_128_GCM_SHA256;TLS_RSA_WITH_AES_256_GCM_SHA384;TLS_RSA_WITH_AES_256_CCM_8;TLS_RSA_WITH_AES_256_CCM;TLS_RSA_WITH_AES_256_CBC_SHA256;TLS_RSA_WITH_AES_256_CBC_SHA;TLS_RSA_WITH_AES_128_GCM_SHA256;TLS_RSA_WITH_AES_128_CCM_8;TLS_RSA_WITH_AES_128_CCM;TLS_RSA_WITH_AES_128_CBC_SHA256;TLS_RSA_WITH_AES_128_CBC_SHA;TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256;TLS_ECDHE_RSA_WITH_CAMELLIA_256_CBC_SHA384;TLS_ECDHE_RSA_WITH_ARIA_256_GCM_SHA384;TLS_ECDHE_RSA_WITH_ARIA_128_GCM_SHA256;TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384;TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384;TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA;TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256;TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256;TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA;TLS_DHE_RSA_WITH_CHACHA20_POLY1305_SHA256;TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA256;TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA;TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA256;TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA;TLS_DHE_RSA_WITH_ARIA_256_GCM_SHA384;TLS_DHE_RSA_WITH_ARIA_128_GCM_SHA256;TLS_DHE_RSA_WITH_AES_256_GCM_SHA384;TLS_DHE_RSA_WITH_AES_256_CCM_8;TLS_DHE_RSA_WITH_AES_256_CCM;TLS_DHE_RSA_WITH_AES_256_CBC_SHA256;TLS_DHE_RSA_WITH_AES_256_CBC_SHA;TLS_DHE_RSA_WITH_AES_128_GCM_SHA256;TLS_DHE_RSA_WITH_AES_128_CCM_8;TLS_DHE_RSA_WITH_AES_128_CCM;TLS_DHE_RSA_WITH_AES_128_CBC_SHA256;TLS_DHE_RSA_WITH_AES_128_CBC_SHA,27.0,0.587,16.0,0.348,TLS_RSA_WITH_CAMELLIA_256_CBC_SHA256;TLS_RSA_WITH_CAMELLIA_256_CBC_SHA;TLS_RSA_WITH_CAMELLIA_128_CBC_SHA256;TLS_RSA_WITH_CAMELLIA_128_CBC_SHA;TLS_RSA_WITH_ARIA_256_GCM_SHA384;TLS_RSA_WITH_ARIA_128_GCM_SHA256;TLS_RSA_WITH_AES_256_GCM_SHA384;TLS_RSA_WITH_AES_256_CCM_8;TLS_RSA_WITH_AES_256_CCM;TLS_RSA_WITH_AES_256_CBC_SHA256;TLS_RSA_WITH_AES_256_CBC_SHA;TLS_RSA_WITH_AES_128_GCM_SHA256;TLS_RSA_WITH_AES_128_CCM_8;TLS_RSA_WITH_AES_128_CCM;TLS_RSA_WITH_AES_128_CBC_SHA256;TLS_RSA_WITH_AES_128_CBC_SHA,1.0,1.0,1.0,0.0,0.0,0.0,1.0
mapas.fomento.gob.es,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,TLS_1_3,RSAPublicKey,2048.0,,"OU=AC RAIZ FNMT-RCM,O=FNMT-RCM,C=ES",75.0,16.0,TLS_AES_256_GCM_SHA384;TLS_AES_128_GCM_SHA256;TLS_RSA_WITH_AES_256_GCM_SHA384;TLS_RSA_WITH_AES_256_CBC_SHA256;TLS_RSA_WITH_AES_256_CBC_SHA;TLS_RSA_WITH_AES_128_GCM_SHA256;TLS_RSA_WITH_AES_128_CBC_SHA256;TLS_RSA_WITH_AES_128_CBC_SHA;TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384;TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384;TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA;TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256;TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256;TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA;TLS_DHE_RSA_WITH_AES_256_GCM_SHA384;TLS_DHE_RSA_WITH_AES_128_GCM_SHA256,8.0,0.5,6.0,0.375,TLS_RSA_WITH_AES_256_GCM_SHA384;TLS_RSA_WITH_AES_256_CBC_SHA256;TLS_RSA_WITH_AES_256_CBC_SHA;TLS_RSA_WITH_AES_128_GCM_SHA256;TLS_RSA_WITH_AES_128_CBC_SHA256;TLS_RSA_WITH_AES_128_CBC_SHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mintur.gob.es,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,97.0,0.551,6.0,fonts.googleapis.com;readspeaker.com;unpkg.com;googletagmanager.com;ajax.googleapis.com,97.0,0.551,0.0,0.0,3.0,55.0,0.0,4.0,0.0,0.0,0.0,69.0,36.0,9.0,0.0,0,1,0,0,1,1,3,,TLS_1_2,RSAPublicKey,2048.0,,"CN=Autoridad de Certificacion Firmaprofesional CIF A62634068,C=ES",152.0,22.0,TLS_RSA_WITH_CAMELLIA_256_CBC_SHA;TLS_RSA_WITH_CAMELLIA_128_CBC_SHA;TLS_RSA_WITH_AES_256_GCM_SHA384;TLS_RSA_WITH_AES_256_CBC_SHA256;TLS_RSA_WITH_AES_256_CBC_SHA;TLS_RSA_WITH_AES_128_GCM_SHA256;TLS_RSA_WITH_AES_128_CBC_SHA256;TLS_RSA_WITH_AES_128_CBC_SHA;TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384;TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384;TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA;TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256;TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256;TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA;TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA;TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA;TLS_DHE_RSA_WITH_AES_256_GCM_SHA384;TLS_DHE_RSA_WITH_AES_256_CBC_SHA256;TLS_DHE_RSA_WITH_AES_256_CBC_SHA;TLS_DHE_RSA_WITH_AES_128_GCM_SHA256;TLS_DHE_RSA_WITH_AES_128_CBC_SHA256;TLS_DHE_RSA_WITH_AES_128_CBC_SHA,14.0,0.636,8.0,0.364,TLS_RSA_WITH_CAMELLIA_256_CBC_SHA;TLS_RSA_WITH_CAMELLIA_128_CBC_SHA;TLS_RSA_WITH_AES_256_GCM_SHA384;TLS_RSA_WITH_AES_256_CBC_SHA256;TLS_RSA_WITH_AES_256_CBC_SHA;TLS_RSA_WITH_AES_128_GCM_SHA256;TLS_RSA_WITH_AES_128_CBC_SHA256;TLS_RSA_WITH_AES_128_CBC_SHA,0.0,1.0,1.0,0.0,0.0,0.0,1.0
miteco.gob.es,15.0,9.0,0.6,1.0,twitter.com,9.0,0.6,9.0,0.6,9.0,0.6,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,238.0,190.0,0.798,9.0,youtube-nocookie.com;jnn-pa.googleapis.com;adobedtm.com;gstatic.com;twitter.com,189.0,0.794,0.0,0.0,25.0,54.0,0.0,1.0,0.0,0.0,0.0,81.0,14.0,18.0,45.0,1,1,1,1,1,1,6,,TLS_1_3,RSAPublicKey,2048.0,,"OU=AC RAIZ FNMT-RCM,O=FNMT-RCM,C=ES",287.0,8.0,TLS_AES_256_GCM_SHA384;TLS_AES_128_GCM_SHA256;TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384;TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384;TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256;TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256;TLS_DHE_RSA_WITH_AES_256_GCM_SHA384;TLS_DHE_RSA_WITH_AES_128_GCM_SHA256,6.0,0.75,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0
mites.gob.es,139.0,39.0,0.281,1.0,t.me,39.0,0.281,39.0,0.281,38.0,0.273,64.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,356.0,388.0,1158.0,1008.0,0.87,16.0,telegram.org;twitter.com;go-mpulse.net;googletagmanager.com;akstat.io,1006.0,0.869,0.0,0.0,116.0,232.0,0.0,1.0,0.0,0.0,0.0,428.0,25.0,62.0,294.0,1,1,1,1,1,1,6,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0
mivau.gob.es,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,353.0,353.0,219.0,163.0,0.744,5.0,gstatic.com;google.com;ajax.googleapis.com;fonts.googleapis.com;mitma.gob.es,162.0,0.74,0.0,0.0,39.0,40.0,0.0,1.0,1.0,0.0,0.0,106.0,32.0,0.0,0.0,1,0,0,1,1,1,4,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moncloaabierta.presidencia.gob.es,68.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,65.0,0.956,65.0,0.956,0.0,1.0,0.0,0.0,0.015,0.0,-12.0,0.0,388.0,40.0,18.0,0.45,1.0,google-analytics.com,18.0,0.45,0.0,0.0,3.0,11.0,0.0,2.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,1,1,0,0,1,1,4,,TLS_1_3,RSAPublicKey,2048.0,,"CN=Autoridad de Certificacion Firmaprofesional CIF A62634068,C=ES",159.0,7.0,TLS_CHACHA20_POLY1305_SHA256;TLS_AES_256_GCM_SHA384;TLS_AES_128_GCM_SHA256;TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384;TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256;TLS_DHE_RSA_WITH_AES_256_GCM_SHA384;TLS_DHE_RSA_WITH_AES_128_GCM_SHA256,4.0,0.571,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0
mpr.gob.es,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,388.0,388.0,71.0,18.0,0.254,1.0,google-analytics.com,18.0,0.254,0.0,0.0,4.0,31.0,0.0,2.0,0.0,0.0,0.0,4.0,12.0,0.0,18.0,1,1,0,0,1,1,4,certinfo_error ('NoneType' object has no attribute 'get'),,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mpr.sede.gob.es,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,20.0,0.426,2.0,googletagmanager.com;redsara.es,20.0,0.426,0.0,0.0,1.0,18.0,0.0,1.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,1,0,0,1,1,1,4,,TLS_1_3,RSAPublicKey,2048.0,,"OU=AC RAIZ FNMT-RCM,O=FNMT-RCM,C=ES",298.0,4.0,TLS_AES_256_GCM_SHA384;TLS_AES_128_GCM_SHA256;TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384;TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2.0,0.5,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0
mpt.gob.es,166.0,0.0,0.0,0.0,,0.0,0.0,75.0,0.452,78.0,0.47,153.0,0.922,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,388.0,388.0,143.0,82.0,0.573,6.0,jquery.com;googletagmanager.com;google-analytics.com;google.com;doubleclick.net,82.0,0.573,9.0,0.0,10.0,33.0,0.0,2.0,0.0,0.0,0.0,53.0,9.0,0.0,27.0,1,0,0,0,1,1,3,,TLS_1_3,RSAPublicKey,2048.0,,"OU=AC RAIZ FNMT-RCM,O=FNMT-RCM,C=ES",269.0,6.0,TLS_AES_256_GCM_SHA384;TLS_AES_128_GCM_SHA256;TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384;TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256;TLS_DHE_RSA_WITH_AES_256_GCM_SHA384;TLS_DHE_RSA_WITH_AES_128_GCM_SHA256,4.0,0.667,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0
mptfp.gob.es,227.0,226.0,0.996,1.0,mpt.gob.es,0.0,0.0,105.0,0.463,108.0,0.476,214.0,0.943,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,388.0,388.0,144.0,143.0,0.993,7.0,mpt.gob.es;jquery.com;googletagmanager.com;google-analytics.com;google.com,82.0,0.569,9.0,0.0,10.0,33.0,0.0,3.0,0.0,0.0,0.0,53.0,9.0,0.0,27.0,0,0,0,0,0,0,0,,TLS_1_3,RSAPublicKey,2048.0,,"OU=AC RAIZ FNMT-RCM,O=FNMT-RCM,C=ES",200.0,6.0,TLS_AES_256_GCM_SHA384;TLS_AES_128_GCM_SHA256;TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384;TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256;TLS_DHE_RSA_WITH_AES_256_GCM_SHA384;TLS_DHE_RSA_WITH_AES_128_GCM_SHA256,4.0,0.667,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0
planderecuperacion.gob.es,39.0,5.0,0.128,1.0,powerbi.com,5.0,0.128,18.0,0.462,15.0,0.385,16.0,0.41,0.0,9.0,0.0,0.0,0.231,0.0,-12.0,353.0,388.0,931.0,771.0,0.828,10.0,powerapps.com;windows.net;visualstudio.com;onetrust.com;googletagmanager.com,771.0,0.828,9.0,0.0,60.0,40.0,0.0,1.0,0.0,0.0,0.0,342.0,52.0,1.0,426.0,1,0,0,1,1,1,4,certinfo_error ('NoneType' object has no attribute 'get'),,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portal.mineco.gob.es,28.0,0.0,0.0,0.0,,0.0,0.0,21.0,0.75,21.0,0.75,4.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,0.0,0.0,163.0,9.0,0.055,1.0,unpkg.com,9.0,0.055,0.0,0.0,7.0,44.0,0.0,3.0,1.0,0.0,0.0,44.0,9.0,0.0,55.0,0,1,0,0,1,1,3,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,4.0,1.0,1.0,1.0,1.0
portalayudas.digital.gob.es,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,81.0,0.54,4.0,gstatic.com;fonts.googleapis.com;ajax.googleapis.com;cloudflare.com,81.0,0.54,0.0,0.0,45.0,14.0,0.0,2.0,0.0,0.0,0.0,44.0,31.0,0.0,14.0,0,1,0,0,1,1,3,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,4.0,1.0,1.0,1.0,1.0
portaldatos.seg-social.gob.es,18.0,0.0,0.0,0.0,,0.0,0.0,18.0,1.0,15.0,0.833,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,47.0,0.456,6.0,go-mpulse.net;akstat.io;trial-eum-clientnsv4-s.akamaihd.net;trial-eum-clienttons-s.akamaihd.net;176-80-55-162_s-185-43-182-114_ts-1754675791-clienttons-s.akamaihd.net,45.0,0.437,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,39.0,7.0,0.0,46.0,1,1,0,0,1,1,4,,TLS_1_3,ECPublicKey,256.0,secp256r1,"CN=DigiCert Global Root CA,OU=www.digicert.com,O=DigiCert Inc,C=US",82.0,9.0,TLS_CHACHA20_POLY1305_SHA256;TLS_AES_256_GCM_SHA384;TLS_AES_128_GCM_SHA256;TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256;TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384;TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256;TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256;TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384;TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,6.0,0.667,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0
prensa.mites.gob.es,39.0,9.0,0.231,1.0,twitter.com,9.0,0.231,9.0,0.231,9.0,0.231,22.0,0.564,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,388.0,195.0,145.0,0.744,7.0,twitter.com;unpkg.com;go-mpulse.net;googletagmanager.com;google-analytics.com,144.0,0.738,0.0,0.0,3.0,25.0,0.0,2.0,0.0,0.0,0.0,90.0,3.0,19.0,53.0,1,1,1,1,0,1,5,,TLS_1_3,RSAPublicKey,2048.0,,"OU=AC RAIZ FNMT-RCM,O=FNMT-RCM,C=ES",54.0,12.0,TLS_CHACHA20_POLY1305_SHA256;TLS_AES_256_GCM_SHA384;TLS_AES_128_GCM_SHA256;TLS_AES_128_CCM_SHA256;TLS_AES_128_CCM_8_SHA256;TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256;TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384;TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384;TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA;TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256;TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256;TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,7.0,0.583,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0
prtr.miteco.gob.es,8.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.125,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,28.0,0.368,2.0,adobedtm.com;rum.hlx.page,27.0,0.355,0.0,0.0,7.0,27.0,0.0,1.0,0.0,0.0,0.0,36.0,5.0,0.0,0.0,1,1,1,1,1,1,6,,TLS_1_2,RSAPublicKey,2048.0,,"OU=AC RAIZ FNMT-RCM,O=FNMT-RCM,C=ES",55.0,2.0,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384;TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0
publicaciones.transportes.gob.es,123.0,108.0,0.878,2.0,clarity.ms;bing.com,108.0,0.878,113.0,0.919,14.0,0.114,28.0,0.228,0.0,0.0,1.0,0.0,0.0,0.008,-12.0,378.0,388.0,130.0,90.0,0.692,4.0,clarity.ms;googletagmanager.com;google-analytics.com;bing.com,90.0,0.692,0.0,0.0,0.0,63.0,0.0,1.0,0.0,0.0,0.0,38.0,1.0,0.0,27.0,1,0,0,1,1,1,4,,TLS_1_3,RSAPublicKey,2048.0,,"OU=AC RAIZ FNMT-RCM,O=FNMT-RCM,C=ES",53.0,47.0,TLS_CHACHA20_POLY1305_SHA256;TLS_AES_256_GCM_SHA384;TLS_AES_128_GCM_SHA256;TLS_RSA_WITH_CAMELLIA_256_CBC_SHA256;TLS_RSA_WITH_CAMELLIA_256_CBC_SHA;TLS_RSA_WITH_CAMELLIA_128_CBC_SHA256;TLS_RSA_WITH_CAMELLIA_128_CBC_SHA;TLS_RSA_WITH_ARIA_256_GCM_SHA384;TLS_RSA_WITH_ARIA_128_GCM_SHA256;TLS_RSA_WITH_AES_256_GCM_SHA384;TLS_RSA_WITH_AES_256_CCM_8;TLS_RSA_WITH_AES_256_CCM;TLS_RSA_WITH_AES_256_CBC_SHA256;TLS_RSA_WITH_AES_256_CBC_SHA;TLS_RSA_WITH_AES_128_GCM_SHA256;TLS_RSA_WITH_AES_128_CCM_8;TLS_RSA_WITH_AES_128_CCM;TLS_RSA_WITH_AES_128_CBC_SHA256;TLS_RSA_WITH_AES_128_CBC_SHA;TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256;TLS_ECDHE_RSA_WITH_CAMELLIA_256_CBC_SHA384;TLS_ECDHE_RSA_WITH_CAMELLIA_128_CBC_SHA256;TLS_ECDHE_RSA_WITH_ARIA_256_GCM_SHA384;TLS_ECDHE_RSA_WITH_ARIA_128_GCM_SHA256;TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384;TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384;TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA;TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256;TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256;TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA;TLS_DHE_RSA_WITH_CHACHA20_POLY1305_SHA256;TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA256;TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA;TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA256;TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA;TLS_DHE_RSA_WITH_ARIA_256_GCM_SHA384;TLS_DHE_RSA_WITH_ARIA_128_GCM_SHA256;TLS_DHE_RSA_WITH_AES_256_GCM_SHA384;TLS_DHE_RSA_WITH_AES_256_CCM_8;TLS_DHE_RSA_WITH_AES_256_CCM;TLS_DHE_RSA_WITH_AES_256_CBC_SHA256;TLS_DHE_RSA_WITH_AES_256_CBC_SHA;TLS_DHE_RSA_WITH_AES_128_GCM_SHA256;TLS_DHE_RSA_WITH_AES_128_CCM_8;TLS_DHE_RSA_WITH_AES_128_CCM;TLS_DHE_RSA_WITH_AES_128_CBC_SHA256;TLS_DHE_RSA_WITH_AES_128_CBC_SHA,28.0,0.596,16.0,0.34,TLS_RSA_WITH_CAMELLIA_256_CBC_SHA256;TLS_RSA_WITH_CAMELLIA_256_CBC_SHA;TLS_RSA_WITH_CAMELLIA_128_CBC_SHA256;TLS_RSA_WITH_CAMELLIA_128_CBC_SHA;TLS_RSA_WITH_ARIA_256_GCM_SHA384;TLS_RSA_WITH_ARIA_128_GCM_SHA256;TLS_RSA_WITH_AES_256_GCM_SHA384;TLS_RSA_WITH_AES_256_CCM_8;TLS_RSA_WITH_AES_256_CCM;TLS_RSA_WITH_AES_256_CBC_SHA256;TLS_RSA_WITH_AES_256_CBC_SHA;TLS_RSA_WITH_AES_128_GCM_SHA256;TLS_RSA_WITH_AES_128_CCM_8;TLS_RSA_WITH_AES_128_CCM;TLS_RSA_WITH_AES_128_CBC_SHA256;TLS_RSA_WITH_AES_128_CBC_SHA,1.0,0.0,0.0,0.0,0.0,0.0,0.0
redets.sanidad.gob.es,12.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,388.0,388.0,106.0,55.0,0.519,5.0,google-analytics.com;google.com;googletagmanager.com;doubleclick.net;google.es,55.0,0.519,9.0,0.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,31.0,2.0,0.0,27.0,0,0,0,0,0,0,0,,TLS_1_2,RSAPublicKey,2048.0,,"OU=AC RAIZ FNMT-RCM,O=FNMT-RCM,C=ES",54.0,5.0,TLS_RSA_WITH_AES_256_CBC_SHA256;TLS_RSA_WITH_AES_128_GCM_SHA256;TLS_RSA_WITH_AES_128_CBC_SHA256;TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384;TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2.0,0.4,3.0,0.6,TLS_RSA_WITH_AES_256_CBC_SHA256;TLS_RSA_WITH_AES_128_GCM_SHA256;TLS_RSA_WITH_AES_128_CBC_SHA256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
registrodelicitadores.gob.es,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,6.0,5.0,0.0,1.0,0,0,0,0,0,0,0,,TLS_1_2,RSAPublicKey,2048.0,,"OU=AC RAIZ FNMT-RCM,O=FNMT-RCM,C=ES",53.0,9.0,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384;TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384;TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA;TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256;TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA;TLS_DHE_RSA_WITH_AES_256_GCM_SHA384;TLS_DHE_RSA_WITH_AES_256_CBC_SHA256;TLS_DHE_RSA_WITH_AES_256_CBC_SHA;TLS_DHE_RSA_WITH_AES_128_GCM_SHA256,9.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
